Permit Number,Permit Type,Permit Type Definition,Permit Creation Date,Block,Lot,Street Number,Street Number Suffix,Street Name,Street Suffix,Unit,Unit Suffix,Description,Current Status,Current Status Date,Filed Date,Issued Date,Completed Date,First Construction Document Date,Structural Notification,Number of Existing Stories,Number of Proposed Stories,Voluntary Soft-Story Retrofit,Fire Only Permit,Permit Expiration Date,Estimated Cost,Revised Cost,Existing Use,Existing Units,Proposed Use,Proposed Units,Plansets,TIDF Compliance,Existing Construction Type,Existing Construction Type Description,Proposed Construction Type,Proposed Construction Type Description,Site Permit,Supervisor District,Neighborhoods - Analysis Boundaries,Zipcode,Location,Record ID
201302130149,8,otc alterations permit,02/13/2013,0637,026,2155,,Buchanan,St,1.0,,foudnation addition and wood beam repair in crawl space.,issued,02/28/2013,02/13/2013,02/28/2013,,02/28/2013,,3.0,3.0,,,02/23/2014,10000.0,10000.0,apartments,10.0,apartments,10.0,2.0,,5.0,wood frame (5),5.0,wood frame (5),,2.0,Pacific Heights,94115.0,"(37.79003727989493, -122.43096871519363)",1296076399437
M456308,8,otc alterations permit,01/09/2014,5712,042,3535,,Mission,St,,,street space permit,issued,01/09/2014,01/09/2014,01/09/2014,,01/09/2014,,,,,,,,1.0,,,,,,,,,,,,9.0,Bernal Heights,94110.0,"(37.74023116604724, -122.42297738923268)",1329285187515
201601217614,8,otc alterations permit,01/21/2016,0653,016,2268,,Pine,St,,,"reconfiguration of g/f interior including replacement of stairs to basement, exterior work includes (n) rear deck, removal of rear bay window, replacement of (n) wall & sliding glass door.",issued,02/08/2016,01/21/2016,02/08/2016,,02/08/2016,Y,2.0,2.0,,,01/23/2019,80000.0,240000.0,1 family dwelling,1.0,1 family dwelling,1.0,2.0,,5.0,wood frame (5),5.0,wood frame (5),,2.0,Pacific Heights,94115.0,"(37.788217974548395, -122.43325025738528)",140987077880
201608245909,8,otc alterations permit,08/24/2016,1858,005D,1537,,12th,Av,,,"soft demolition: remove kitchens and bathrooms tile, floor covering, fixtures, flooring coverings and finishes throughout bldg in ref to app# 201510149598.",complete,11/21/2017,08/24/2016,08/24/2016,11/21/2017,08/24/2016,,3.0,3.0,,,08/19/2017,7000.0,7000.0,2 family dwelling,2.0,2 family dwelling,2.0,0.0,,5.0,wood frame (5),5.0,wood frame (5),,7.0,Inner Sunset,94122.0,"(37.75946373647247, -122.46954247707357)",1434946506543
201307121684,8,otc alterations permit,07/12/2013,1653,011,743,,10th,Av,,,"emergency dryrot repair @ west and south side  elevations, remove & replace in like kind siding waterproofing membrane damaged framing & any affected windows, repair in kind.",complete,09/09/2013,07/12/2013,07/12/2013,09/09/2013,07/12/2013,,4.0,4.0,,,07/07/2014,15000.0,15000.0,1 family dwelling,1.0,1 family dwelling,1.0,0.0,,5.0,wood frame (5),5.0,wood frame (5),,1.0,Inner Richmond,94118.0,"(37.774315997671934, -122.4684247023644)",1310864108628
201509177321,8,otc alterations permit,09/17/2015,0846,005,237,,Pierce,St,,,to obtain a final inspection for work approved under pa#200402065787. all work is complete.,complete,10/13/2015,09/17/2015,09/17/2015,10/13/2015,09/17/2015,,3.0,3.0,,,09/11/2016,1.0,1.0,2 family dwelling,2.0,2 family dwelling,2.0,0.0,,5.0,wood frame (5),5.0,wood frame (5),,5.0,Haight Ashbury,94117.0,"(37.772150296948475, -122.43413313292889)",1396127376262
201701046509,8,otc alterations permit,01/04/2017,2039,014,1771,,10th,Av,,,installation fo new garage wood door.,complete,03/03/2017,01/04/2017,01/04/2017,03/03/2017,01/04/2017,,2.0,2.0,,,12/30/2017,1800.0,1800.0,1 family dwelling,1.0,1 family dwelling,1.0,0.0,,5.0,wood frame (5),5.0,wood frame (5),,7.0,Inner Sunset,94122.0,"(37.75521530296963, -122.46709771578122)",1449377123005
201709209126,8,otc alterations permit,09/20/2017,1603,046,4047,,Balboa,St,,,"to comply with complaint 201794981, 201795691 201795021: legalize the remodel of 2 ktichens & 8 bathrooms. (#4047 units 2/3/4) & (#4041 units b & c). (#4045 shower installation). install of water heater (common area fpr 704 & 706). repair damaged joist members.",issued,09/20/2017,09/20/2017,09/20/2017,,09/20/2017,,2.0,2.0,,,09/20/2018,48000.0,80000.0,apartments,10.0,apartments,10.0,0.0,,5.0,wood frame (5),5.0,wood frame (5),,1.0,Outer Richmond,94121.0,"(37.77530335885641, -122.5023899222104)",1480390282286
201307010836,8,otc alterations permit,07/01/2013,3753,177,920,,Harrison,St,1.0,,reroofing,complete,09/04/2013,07/01/2013,07/01/2013,09/04/2013,07/01/2013,,2.0,2.0,,,06/26/2014,40000.0,40000.0,1 family dwelling,14.0,1 family dwelling,14.0,0.0,,5.0,wood frame (5),5.0,wood frame (5),,6.0,South of Market,94107.0,"(37.77878525545671, -122.4025600608944)",1309725291533
201304235301,8,otc alterations permit,04/23/2013,5645,014,199,,Bocana,St,,,bathroom remodel change electrical panel (upgrade) lighting shall comply with title 24,complete,08/19/2013,04/23/2013,04/23/2013,08/19/2013,04/23/2013,,2.0,2.0,,,04/18/2014,9000.0,13000.0,1 family dwelling,1.0,1 family dwelling,1.0,0.0,,5.0,wood frame (5),5.0,wood frame (5),,9.0,Bernal Heights,94110.0,"(37.740578510608515, -122.4175375512531)",1302654185622
201603293280,8,otc alterations permit,03/29/2016,0291,012,44,,Montgomery,St,,,"38th fl ti includes demo of non structural partitons and building new non structural partitions. mech/elec, life safety and sprinklers under sep permit maher not req",complete,06/14/2016,03/29/2016,03/31/2016,06/14/2016,03/31/2016,,44.0,44.0,,,03/16/2019,91436.0,190000.0,office,0.0,office,0.0,2.0,,1.0,constr type 1,1.0,constr type 1,,3.0,Financial District/South Beach,94104.0,"(37.78977799888473, -122.40173648131338)",141762967101
201507282634,8,otc alterations permit,07/28/2015,1474,020,34,,Point Lobos,Av,,,replace 5 windows and new stucco remove siding and replace with stucco on the west side inkind all windows will be wood aluminum clad casement.,issued,07/28/2015,07/28/2015,07/28/2015,,07/28/2015,,1.0,1.0,,,07/22/2016,10000.0,10000.0,1 family dwelling,1.0,1 family dwelling,1.0,0.0,,5.0,wood frame (5),5.0,wood frame (5),,1.0,Outer Richmond,94121.0,"(37.779960576075915, -122.50364787002879)",1389934101273
M373267,8,otc alterations permit,02/25/2013,2676,030,580,,Oak Park,Dr,,,street space permit,issued,02/25/2013,02/25/2013,02/25/2013,,02/25/2013,,,,,,,,1.0,,,,,,,,,,,,7.0,Inner Sunset,94131.0,"(37.757010087989265, -122.4602144738688)",1297004141485
201708043940,8,otc alterations permit,08/04/2017,4082,010,2929,,19th,St,,,extend existing fire sprinkler heads with new at remodel restroom & staircase. total 9 heads. n/a maher ordinance,complete,09/14/2017,08/04/2017,08/04/2017,09/14/2017,08/04/2017,,2.0,2.0,,Y,12/04/2017,4500.0,4500.0,school,0.0,school,0.0,2.0,,3.0,constr type 3,3.0,constr type 3,,9.0,Mission,94110.0,"(37.76006052921169, -122.41133006837705)",1473385169864
201303061586,8,otc alterations permit,03/06/2013,3708,019,85,,02nd,St,,,"suite 700: new t.i.  to include doors, partitions, ceiling and millwork. m.e.p. is included in this permit.",complete,06/13/2013,03/06/2013,03/18/2013,06/13/2013,03/18/2013,,8.0,8.0,,,03/02/2016,275000.0,487000.0,office,0.0,office,0.0,2.0,,1.0,constr type 1,1.0,constr type 1,,6.0,Financial District/South Beach,94105.0,"(37.788457030510294, -122.39988417857455)",1297953359554
201511102220,8,otc alterations permit,11/10/2015,3738,012,215,,Fremont,St,,,floors 3-7&7a: add new wall with door and card readers to secure each elevator lobby in order to subtenant the floors. add card reader to doors within elevator lobby as well as within the stairwell at each level. new finishes and lighting at elevator lobby. n/a ordinance #155-13,complete,07/15/2016,11/10/2015,12/18/2015,07/15/2016,12/18/2015,,8.0,8.0,,,12/02/2018,1000000.0,1000000.0,office,0.0,office,0.0,2.0,,1.0,constr type 1,1.0,constr type 1,,6.0,Financial District/South Beach,94105.0,"(37.78909443833598, -122.39431974505844)",1402749165668
201507161689,4,sign - erect,07/16/2015,3736,183,505,,Howard,St,,,"to erect non electrical sign "" perkinscoie""",issued,07/16/2015,07/16/2015,07/16/2015,,07/16/2015,,11.0,,,,07/10/2016,1200.0,1200.0,office,0.0,,,2.0,,1.0,constr type 1,,,,6.0,Financial District/South Beach,94105.0,"(37.78798865215786, -122.39610065485081)",1388688496570
201707071190,8,otc alterations permit,07/07/2017,0264,004,1,,California,St,,,"2nd floor - non structural demo. (n) non structural partitions, ceiling, lighting, millwork finishes. no change in occupancy, use or area",complete,02/02/2018,07/07/2017,08/03/2017,02/02/2018,08/03/2017,,32.0,32.0,,,08/03/2018,211440.0,211440.0,office,0.0,office,0.0,2.0,,1.0,constr type 1,1.0,constr type 1,,3.0,Financial District/South Beach,94111.0,"(37.79312060864542, -122.39698170721115)",146950866082
M408087,8,otc alterations permit,07/15/2013,3637,018B,3220,,23rd,St,,,street space permit,issued,07/15/2013,07/15/2013,07/15/2013,,07/15/2013,,,,,,,,1.0,,,,,,,,,,,,9.0,Mission,94110.0,"(37.7541004582547, -122.41704312810774)",1311095163398
201711305103,8,otc alterations permit,11/30/2017,3532,089,95,,Duboce,Av,1.0,,reroofing,complete,02/08/2018,11/30/2017,11/30/2017,02/08/2018,11/30/2017,,3.0,3.0,,,05/31/2018,16500.0,16500.0,2 family dwelling,2.0,2 family dwelling,2.0,0.0,,5.0,wood frame (5),5.0,wood frame (5),,9.0,Mission,94103.0,"(37.76973421517913, -122.42207028932738)",1488784157001
201310229846,8,otc alterations permit,10/22/2013,1004,020,2024,,Broderick,St,,,re-roofing,complete,06/14/2016,10/22/2013,10/22/2013,06/14/2016,10/22/2013,,3.0,3.0,,,10/17/2014,28600.0,28600.0,apartments,6.0,apartments,6.0,0.0,,5.0,wood frame (5),5.0,wood frame (5),,2.0,Pacific Heights,94115.0,"(37.78929947478362, -122.4420882958974)",132155786774
M884767,8,otc alterations permit,02/05/2018,0108,007,1160,,Battery,St,,,street space,issued,02/05/2018,02/05/2018,02/05/2018,,02/05/2018,,,,,,,,1.0,,,,,,,,,,,,3.0,Financial District/South Beach,94111.0,"(37.8019165304826, -122.40111903990376)",149581959145
M762347,8,otc alterations permit,02/17/2017,4937,018,1014,,Gilman,Av,,,street space permit,issued,02/17/2017,02/17/2017,02/17/2017,,02/17/2017,,,,,,,,1.0,,,,,,,,,,,,10.0,Bayview Hunters Point,94124.0,"(37.71853919592708, -122.38823257124574)",1453766489044
201602109226,8,otc alterations permit,02/10/2016,1087,002,737,,Spruce,St,,,"deck repair, remove (e) rw decking, protect (e) joists with protecto seal, install new trex 5/4 decking, less than 50% of deck.",complete,03/25/2016,02/10/2016,02/10/2016,03/25/2016,02/10/2016,,2.0,2.0,,,02/04/2017,12750.0,12750.0,apartments,3.0,apartments,3.0,0.0,,5.0,wood frame (5),5.0,wood frame (5),,1.0,Lone Mountain/USF,94118.0,"(37.78114803267926, -122.45334042942861)",1411935265064
M734549,8,otc alterations permit,10/31/2016,0869,051,135,,Buchanan,St,0.0,,street space,issued,10/31/2016,10/31/2016,10/31/2016,,10/31/2016,,,,,,,,1.0,,,,,,,,,,,,5.0,Hayes Valley,94102.0,"(37.77112006883629, -122.42719974634294)",1442608473281
201709117466,8,otc alterations permit,09/11/2017,5520,032,26,,Montezuma,St,,,reroofing.,complete,10/18/2017,09/11/2017,09/11/2017,10/18/2017,09/11/2017,,2.0,2.0,,,03/11/2018,7880.0,7880.0,1 family dwelling,1.0,1 family dwelling,1.0,0.0,,5.0,wood frame (5),5.0,wood frame (5),,9.0,Bernal Heights,94110.0,"(37.74581532319371, -122.41617658515635)",1478233183350
201309045866,8,otc alterations permit,09/04/2013,0073,014,2214,,Jones,St,,,bathroom remodel. work performed will be remove existing tub and replace with shower with tile floor & include shower pan. window to be removed. bathroom door to be centered.,complete,03/13/2014,09/04/2013,09/04/2013,03/13/2014,09/04/2013,,3.0,3.0,,,08/30/2014,3000.0,12000.0,apartments,3.0,apartments,3.0,2.0,,5.0,wood frame (5),5.0,wood frame (5),,3.0,Russian Hill,94133.0,"(37.80178587234852, -122.41595070414522)",131630457733
201703091070,8,otc alterations permit,03/09/2017,4000,041,1001,,Mariposa,St,301.0,,apt 301: kitchen remodel.,complete,03/22/2017,03/09/2017,03/09/2017,03/22/2017,03/09/2017,,3.0,3.0,,,03/04/2018,15000.0,15000.0,artist live/work,26.0,artist live/work,26.0,0.0,,5.0,wood frame (5),5.0,wood frame (5),,10.0,Potrero Hill,94107.0,"(37.76376807632446, -122.39404026883409)",1455619449358
M695609,8,otc alterations permit,06/02/2016,0633,001H,2608,,California,St,,,street space,issued,06/02/2016,06/02/2016,06/02/2016,,06/02/2016,,,,,,,,0.0,,,,,,,,,,,,2.0,Pacific Heights,94115.0,"(37.78872981824774, -122.43760509668633)",142531877052
201302281128,8,otc alterations permit,02/28/2013,2117,006,1963,,17th,Av,,,"replace 10 windows, not visible from the street, no structural changes, max u factor .40",complete,01/16/2014,02/28/2013,02/28/2013,01/16/2014,02/28/2013,,1.0,1.0,,,02/23/2014,7000.0,7000.0,1 family dwelling,1.0,1 family dwelling,1.0,0.0,,5.0,wood frame (5),5.0,wood frame (5),,7.0,Inner Sunset,94116.0,"(37.751270703291524, -122.47443784880807)",1297347126435
201801027722,8,otc alterations permit,01/02/2018,0230,028,1,,Embarcadero Center,,,,install 5 free standing booths inside (e) space; these are zenbooth comfort model. ada compliant per rick halloran dbi/tsd.,filed,01/02/2018,01/02/2018,,,,,40.0,40.0,,,,4000.0,25000.0,office,0.0,office,0.0,0.0,,1.0,constr type 1,1.0,constr type 1,,3.0,Financial District/South Beach,94111.0,"(37.79464860624822, -122.39964599722899)",149227263347
201707071219,8,otc alterations permit,07/07/2017,6233,045,315,,Teddy,Av,,,"repair dry rott rear stairs and walkway, less than 50%. dry rot repair only.",complete,09/26/2017,07/07/2017,07/07/2017,09/26/2017,07/07/2017,,2.0,2.0,,,07/02/2018,1575.0,1575.0,1 family dwelling,1.0,1 family dwelling,1.0,0.0,,5.0,wood frame (5),5.0,wood frame (5),,10.0,Visitacion Valley,94134.0,"(37.71504678170599, -122.4090588636861)",1469545198617
201408194181,8,otc alterations permit,08/19/2014,3589,021,3426,,19th,St,,,renovation of six unit apartment building. including bathroom and kitchen.,complete,03/14/2016,08/19/2014,09/09/2014,03/14/2016,09/09/2014,,3.0,3.0,,,08/24/2017,125000.0,800000.0,apartments,6.0,apartments,6.0,2.0,,5.0,wood frame (5),5.0,wood frame (5),,9.0,Mission,94110.0,"(37.76040084054959, -122.41987381410422)",1352755398730
M676289,8,otc alterations permit,03/24/2016,1198,059,1618,,Hayes,St,,,street space,filed,03/24/2016,03/24/2016,,,,,,,,,,,,,,,,,,,,,,,5.0,Lone Mountain/USF,94117.0,"(37.77454463860568, -122.4431781039479)",1417305505251
201511051830,8,otc alterations permit,11/05/2015,0864,014,60,,Carmelita,St,,,build new internal stairs to new ground floor living space. upgrade foundation and complete structural upgrades.,complete,09/22/2016,11/05/2015,12/01/2015,09/22/2016,12/01/2015,,3.0,3.0,,,11/15/2018,150000.0,195000.0,2 family dwelling,2.0,2 family dwelling,2.0,2.0,,5.0,wood frame (5),5.0,wood frame (5),,8.0,Haight Ashbury,94117.0,"(37.770036014381056, -122.43402113001382)",140226183474
201305318408,8,otc alterations permit,05/31/2013,0985,006,3412,,Washington,St,,,"remodel (e) kitchen, wet bar, (3) full baths and (2) powder rm in kind, all lighting to be high efficiency and title 24 compliant, all elec & plumbing work to be on separate permit, remove other interior finishes on behalf of structural engr, no structural work pending seismic upgrades per future",complete,04/19/2016,05/31/2013,05/31/2013,04/19/2016,05/31/2013,,3.0,3.0,,,05/26/2014,99000.0,99000.0,apartments,1.0,apartments,1.0,0.0,,5.0,wood frame (5),5.0,wood frame (5),,2.0,Presidio Heights,94118.0,"(37.789891704679135, -122.4495888707408)",130663186092
201304305817,8,otc alterations permit,04/30/2013,0165,021,255,,Broadway,,,,tower crane permit (revise basement slab for original ref. pa #201105166063 s1),complete,02/24/2015,04/30/2013,05/21/2013,02/24/2015,05/21/2013,,,6.0,,,05/16/2014,10000.0,46000.0,,,apartments,75.0,2.0,,,,3.0,constr type 3,,3.0,Financial District/South Beach,94111.0,"(37.798296476706525, -122.40160419767382)",1304577384160
201701197493,8,otc alterations permit,01/19/2017,1363,016,4103,,California,St,,,reconfigure unit # 4103 california street at upper floor plan. new bathroom at unit 4103 california st. at upper floor. remodel kitchen.  n/a for maher,complete,09/12/2017,01/19/2017,01/23/2017,09/12/2017,01/23/2017,,2.0,2.0,,,01/18/2018,50000.0,50000.0,2 family dwelling,2.0,2 family dwelling,2.0,2.0,,5.0,wood frame (5),5.0,wood frame (5),,1.0,Inner Richmond,94118.0,"(37.78516332223399, -122.46153247563825)",1450744458873
201703312932,3,additions alterations or repairs,03/31/2017,6969,001,5050,,Mission,St,,,revision to approved building permit application #2010-0610-4250 for mep only.,issued,09/19/2017,03/31/2017,09/19/2017,,09/19/2017,,6.0,6.0,,,01/19/2018,1.0,1.0,apartments,61.0,apartments,61.0,2.0,,3.0,constr type 3,3.0,constr type 3,,11.0,Outer Mission,94112.0,"(37.71772263199437, -122.44060092814006)",1458121215636
201309066104,8,otc alterations permit,09/06/2013,1053,032,2739,,Bush,St,0.0,,"revision to permit 201308285428, replace bath tub, rebuild phony wall as existing",issued,09/06/2013,09/06/2013,09/06/2013,,09/06/2013,,3.0,3.0,,,09/01/2014,950.0,2000.0,apartments,6.0,apartments,6.0,0.0,,5.0,wood frame (5),5.0,wood frame (5),,2.0,Pacific Heights,94115.0,"(37.78560965489066, -122.44228739008028)",1316625397702
201401075729,8,otc alterations permit,01/07/2014,0307,007,386,,Geary,St,0.0,,"1st & 2nd floor (common area) - add/relocate (33) ssp, add/relcoate (17) ssu, add (10) sidewall sprinklers, plug (3) existing ssp, & upgrade all seismic bracing in area of work only. no underground work. ref pa #2013.08.02.3433.  compliance with ordinance no. 155-13 not required.",complete,05/19/2014,01/07/2014,01/13/2014,05/19/2014,01/13/2014,,14.0,14.0,,Y,01/08/2015,21500.0,30000.0,tourist hotel/motel,153.0,tourist hotel/motel,153.0,2.0,,2.0,constr type 2,2.0,constr type 2,,3.0,Tenderloin,94102.0,"(37.787368900649284, -122.40963206665714)",1329063400167
M435830,8,otc alterations permit,10/17/2013,1443,040,1033,,Clement,St,,,street space,issued,10/17/2013,10/17/2013,10/17/2013,,10/17/2013,,,,,,,,1.0,,,,,,,,,,,,1.0,Inner Richmond,94118.0,"(37.78246489912485, -122.47028749564609)",1321104432334
201607051614,8,otc alterations permit,07/05/2016,1689,061,4575,,Cabrillo,St,302.0,,"replace existing aluminum windows with new aluminum framed double paned windows. replace 46 windows. all work on 1984 building. applies to whole building, not just unit 101.",complete,11/07/2016,07/05/2016,09/08/2016,11/07/2016,09/08/2016,,3.0,3.0,,,09/03/2017,40000.0,40000.0,apartments,5.0,apartments,5.0,0.0,,5.0,wood frame (5),5.0,wood frame (5),,1.0,Outer Richmond,94121.0,"(37.77319292691531, -122.5075902293771)",1436656491524
M468327,8,otc alterations permit,03/05/2014,3502,034,45,,Guerrero,St,,,street space,issued,03/05/2014,03/05/2014,03/05/2014,,03/05/2014,,,,,,,,1.0,,,,,,,,,,,,8.0,Mission,94103.0,"(37.77023749207053, -122.42434902621285)",1334393274845
M443487,8,otc alterations permit,11/13/2013,1448,015,367,,16th,Av,,,streeet space permit,issued,11/13/2013,11/13/2013,11/13/2013,,11/13/2013,,,,,,,,1.0,,,,,,,,,,,,1.0,Outer Richmond,94118.0,"(37.78120264916925, -122.4754740745862)",1323989100129
M527447,8,otc alterations permit,10/15/2014,0596,008,1504,,Jackson,St,,,add 1504 jackson st to 0596/008.,issued,10/15/2014,10/15/2014,10/15/2014,,10/15/2014,,,,,,,,247.86,,,,,,,,,,,,3.0,Russian Hill,94109.0,"(37.794554127180696, -122.42005236484755)",1358942501344
201712136398,8,otc alterations permit,12/08/2017,4991,594,401,,Crescent,Wy,4409.0,,"unit 4409: repair water damage from leak in hallway laundry room, kitchen bedroom 3, bathroom 2, master closet, vanity",issued,12/13/2017,12/13/2017,12/13/2017,,12/13/2017,,4.0,4.0,,,06/13/2018,17854.0,17854.0,apartments,52.0,apartments,52.0,0.0,,5.0,wood frame (5),5.0,wood frame (5),,10.0,Bayview Hunters Point,94134.0,"(37.711199226336426, -122.38800282973878)",1490534482820
201602190033,3,additions alterations or repairs,02/19/2016,1067,034,44,V,Cook,St,,,repair existing curb cut,filed,02/19/2016,02/19/2016,,,,,,,,,,2000.0,,vacant lot,,vacant lot,,2.0,,,,,,,2.0,Presidio Heights,94118.0,"(37.78301906234502, -122.45206189165405)",141330188813
M381447,8,otc alterations permit,03/27/2013,2198,019B,2166,,20th,Av,,,street space & sidewalk,issued,03/27/2013,03/27/2013,03/27/2013,,03/27/2013,,,,,,,,1.0,,,,,,,,,,,,4.0,Sunset/Parkside,94116.0,"(37.747386181419095, -122.47674026261471)",1300017129621
